net,length_um
_1082_,6.485
_0927_,6.48
_0082_,6.46
_1650_,6.44
in_data[523],6.43
in_data[693],6.43
in_data[858],6.43
_0782_,6.42
_0796_,6.42
_0820_,6.4
_1599_,6.38
_2007_,6.36
_1146_,6.34
_0523_,6.33
_0720_,6.32
_1383_,6.32
_1430_,6.32
_1715_,6.32
_1928_,6.32
in_data[128],6.31
in_data[173],6.31
in_data[283],6.31
in_data[312],6.31
in_data[36],6.31
in_data[435],6.31
in_data[452],6.31
in_data[458],6.31
in_data[620],6.31
in_data[646],6.31
in_data[71],6.31
in_data[76],6.31
in_data[773],6.31
in_data[784],6.31
in_data[834],6.31
in_data[848],6.31
in_data[864],6.31
in_data[877],6.31
in_data[957],6.31
_1982_,6.305
_1307_,6.3
_1915_,6.3
_2169_,6.3
_0100_,6.28
_0160_,6.28
_1060_,6.28
_0120_,6.26
_0647_,6.26
_1396_,6.26
_1595_,6.26
_1742_,6.26
_0866_,6.24
in_data[118],6.23
in_data[512],6.23
_1634_,6.225
out_code[9],6.21
_0601_,6.2
_1155_,6.2
_1482_,6.2
_1718_,6.2
_1903_,6.2
_0158_,6.18
_0389_,6.18
_0484_,6.18
_0934_,6.18
_1416_,6.18
_1760_,6.18
_2056_,6.18
_0470_,6.14
_0599_,6.14
_1143_,6.14
_1215_,6.14
_1305_,6.14
_1395_,6.14
_1978_,6.14
_0922_,6.12
in_data[1001],6.09
in_data[610],6.09
in_data[746],6.09
in_data[767],6.09
in_data[846],6.09
in_data[927],6.09
_0040_,6.08
_1202_,6.08
_1366_,6.08
_1906_,6.06
in_data[1012],5.97
in_data[1022],5.97
in_data[228],5.97
in_data[243],5.97
in_data[255],5.97
in_data[263],5.97
in_data[29],5.97
in_data[334],5.97
in_data[389],5.97
in_data[38],5.97
in_data[455],5.97
in_data[519],5.97
in_data[682],5.97
in_data[686],5.97
in_data[800],5.97
in_data[870],5.97
in_data[910],5.97
in_data[914],5.97
in_data[964],5.97
_0674_,5.94
_1357_,5.94
_2036_,5.94
_2155_,5.94
_1473_,5.895
_0315_,5.86
_0999_,5.86
_1578_,5.86
_2205_,5.86
_0220_,5.84
_1607_,5.84
_0106_,5.82
_1208_,5.82
_1445_,5.82
_1969_,5.82
_0066_,5.8
_0076_,5.8
_0157_,5.8
_0473_,5.8
_0495_,5.8
_0741_,5.8
_1062_,5.8
_1160_,5.8
_1162_,5.8
_1164_,5.8
_1615_,5.8
_1695_,5.8
_0451_,5.77
in_data[250],5.75
in_data[557],5.75
in_data[676],5.75
in_data[696],5.75
in_data[738],5.75
_0071_,5.74
_0122_,5.74
_0134_,5.74
_0140_,5.74
_0168_,5.74
_0399_,5.72
_0834_,5.72
_1031_,5.72
_1035_,5.72
_1049_,5.72
_1522_,5.72
_0439_,5.7
_1777_,5.7
_1438_,5.68
_1506_,5.68
_1995_,5.68
_2082_,5.68
in_data[125],5.63
in_data[162],5.63
in_data[209],5.63
in_data[219],5.63
in_data[226],5.63
in_data[274],5.63
in_data[279],5.63
in_data[292],5.63
in_data[294],5.63
in_data[300],5.63
in_data[308],5.63
in_data[337],5.63
in_data[345],5.63
in_data[353],5.63
in_data[408],5.63
in_data[410],5.63
in_data[417],5.63
in_data[484],5.63
in_data[527],5.63
in_data[533],5.63
in_data[565],5.63
in_data[569],5.63
in_data[596],5.63
in_data[65],5.63
in_data[681],5.63
in_data[6],5.63
in_data[724],5.63
in_data[732],5.63
in_data[756],5.63
in_data[769],5.63
in_data[806],5.63
in_data[899],5.63
in_data[932],5.63
in_data[989],5.63
_0096_,5.62
_0378_,5.62
_0481_,5.62
_1660_,5.62
_1749_,5.62
_0093_,5.6
_0869_,5.595
_0374_,5.58
_1722_,5.55
_1837_,5.52
_1932_,5.52
_2127_,5.52
_0436_,5.5
_1000_,5.5
_1145_,5.5
_1499_,5.5
_1968_,5.5
_1211_,5.495
_0648_,5.48
_1428_,5.48
_1324_,5.46
_1658_,5.46
_0190_,5.44
_0654_,5.44
_1696_,5.44
in_data[1021],5.41
in_data[341],5.41
in_data[586],5.41
in_data[916],5.41
_0408_,5.4
_0984_,5.4
_1536_,5.4
_1878_,5.4
_2063_,5.4
_0293_,5.38
_0317_,5.38
_0564_,5.38
_0636_,5.38
_0849_,5.38
_1516_,5.38
_1979_,5.38
_0551_,5.36
_0858_,5.36
_1006_,5.36
_0558_,5.34
_1244_,5.34
_1443_,5.34
_1622_,5.34
_1120_,5.31
in_data[1011],5.29
in_data[224],5.29
in_data[246],5.29
in_data[346],5.29
in_data[399],5.29
in_data[463],5.29
in_data[474],5.29
in_data[491],5.29
in_data[525],5.29
in_data[574],5.29
in_data[589],5.29
in_data[5],5.29
in_data[631],5.29
in_data[688],5.29
in_data[72],5.29
in_data[763],5.29
in_data[867],5.29
in_data[913],5.29
in_data[96],5.29
_0007_,5.28
_0525_,5.28
_0686_,5.28
_0925_,5.28
_1105_,5.28
_1196_,5.28
_1310_,5.28
_1592_,5.28
_1618_,5.28
_1810_,5.28
_1858_,5.28
_2167_,5.28
_0024_,5.26
_0762_,5.26
_0886_,5.26
_1769_,5.26
_1770_,5.26
_2137_,5.26
_1102_,5.25
_0185_,5.22
_0346_,5.22
_0460_,5.22
_1079_,5.22
_1207_,5.22
_1229_,5.22
_1236_,5.22
_0011_,5.19
_0052_,5.16
_0114_,5.16
_0270_,5.16
_0280_,5.16
_0616_,5.16
_0792_,5.16
_0988_,5.16
_1360_,5.16
_0788_,5.14
_1257_,5.14
net1073,5.14
_0164_,5.12
_1632_,5.12
in_data[108],5.07
in_data[187],5.07
in_data[31],5.07
in_data[37],5.07
in_data[549],5.07
in_data[679],5.07
in_data[824],5.07
in_data[904],5.07
in_data[950],5.07
_0379_,5.06
_0013_,5.02
_0035_,5.02
_1405_,5.02
_1495_,5.02
_1815_,5.02
_1227_,5
_1923_,5
_1078_,4.975
_1389_,4.96
in_data[140],4.95
in_data[179],4.95
in_data[192],4.95
in_data[198],4.95
in_data[231],4.95
in_data[247],4.95
in_data[24],4.95
in_data[265],4.95
in_data[277],4.95
in_data[282],4.95
in_data[316],4.95
in_data[354],4.95
in_data[357],4.95
in_data[492],4.95
in_data[50],4.95
in_data[539],4.95
in_data[552],4.95
in_data[630],4.95
in_data[652],4.95
in_data[700],4.95
in_data[716],4.95
in_data[722],4.95
in_data[723],4.95
in_data[798],4.95
in_data[811],4.95
in_data[843],4.95
in_data[845],4.95
in_data[87],4.95
in_data[886],4.95
in_data[91],4.95
in_data[949],4.95
in_data[94],4.95
in_data[990],4.95
_0009_,4.94
_0192_,4.94
_2092_,4.94
_0059_,4.92
_0300_,4.92
_1179_,4.92
_1529_,4.92
_1961_,4.92
_0102_,4.9
_0461_,4.9
_0679_,4.9
_0864_,4.9
_1654_,4.9
_1795_,4.9
_2144_,4.89
_0499_,4.88
_0844_,4.88
_0865_,4.88
_0904_,4.88
_1100_,4.88
_1180_,4.88
_1558_,4.88
_2171_,4.88
_1050_,4.85
out_code[5],4.85
out_code[8],4.85
_0075_,4.82
_0344_,4.82
_0358_,4.82
_0513_,4.82
_0785_,4.82
_1043_,4.82
_1108_,4.82
_1403_,4.82
_1404_,4.82
_0617_,4.8
_0755_,4.8
_0804_,4.8
_1353_,4.8
_1376_,4.8
_1503_,4.8
_1616_,4.8
_1630_,4.8
_1799_,4.8
_1957_,4.8
_0229_,4.78
_0546_,4.78
_1261_,4.78
_1832_,4.76
_1912_,4.76
in_data[268],4.73
in_data[361],4.73
in_data[390],4.73
in_data[613],4.73
_0006_,4.7
_0403_,4.7
_0420_,4.7
_0994_,4.68
_1413_,4.68
_0176_,4.65
in_data[1003],4.61
in_data[177],4.61
in_data[256],4.61
in_data[281],4.61
in_data[344],4.61
in_data[454],4.61
in_data[483],4.61
in_data[501],4.61
in_data[516],4.61
in_data[568],4.61
in_data[608],4.61
in_data[687],4.61
in_data[741],4.61
in_data[786],4.61
in_data[984],4.61
_0005_,4.6
_0043_,4.6
_0396_,4.6
_1335_,4.6
_1372_,4.6
_0113_,4.58
_0253_,4.58
_0316_,4.58
_0853_,4.58
_1478_,4.58
_1525_,4.58
_1930_,4.58
net1063,4.56
_1265_,4.54
_1458_,4.515
_0876_,4.49
_1122_,4.49
_0263_,4.48
_0640_,4.48
_1290_,4.48
_1303_,4.48
_1332_,4.48
_1447_,4.48
_1452_,4.48
_0474_,4.46
_0731_,4.46
_1158_,4.46
_1181_,4.46
_1397_,4.46
_1466_,4.46
_1572_,4.46
_1723_,4.46
_1731_,4.46
_1951_,4.46
_0505_,4.44
_1074_,4.44
_1114_,4.44
_0126_,4.42
_0127_,4.42
_0144_,4.42
_1471_,4.42
_1925_,4.42
_2096_,4.42
_1504_,4.4
in_data[260],4.39
in_data[272],4.39
in_data[322],4.39
in_data[32],4.39
in_data[34],4.39
in_data[407],4.39
in_data[437],4.39
in_data[49],4.39
in_data[585],4.39
in_data[823],4.39
in_data[960],4.39
in_data[998],4.39
valid,4.39
_0151_,4.36
_0548_,4.36
_0559_,4.36
_0688_,4.36
_0855_,4.36
_1030_,4.36
_1106_,4.36
_1123_,4.36
_1314_,4.36
_1588_,4.36
_0147_,4.34
_0172_,4.34
_0939_,4.34
_0991_,4.34
_1036_,4.34
_1044_,4.34
_1128_,4.34
_1185_,4.34
_1221_,4.34
_1245_,4.34
_1385_,4.34
_1425_,4.34
_1429_,4.34
_1491_,4.34
_1587_,4.34
_1610_,4.34
_1643_,4.34
_1167_,4.325
_0656_,4.32
_1349_,4.32
in_data[1005],4.27
in_data[1017],4.27
in_data[136],4.27
in_data[156],4.27
in_data[245],4.27
in_data[296],4.27
in_data[297],4.27
in_data[307],4.27
in_data[343],4.27
in_data[35],4.27
in_data[382],4.27
in_data[385],4.27
in_data[402],4.27
in_data[406],4.27
in_data[433],4.27
in_data[43],4.27
in_data[44],4.27
in_data[467],4.27
in_data[478],4.27
in_data[503],4.27
in_data[556],4.27
in_data[644],4.27
in_data[669],4.27
in_data[672],4.27
in_data[788],4.27
in_data[801],4.27
in_data[840],4.27
in_data[847],4.27
in_data[896],4.27
in_data[935],4.27
in_data[980],4.27
_0816_,4.24
_0979_,4.24
_1016_,4.24
_1363_,4.24
_1238_,4.23
_0049_,4.22
_0815_,4.22
_0860_,4.22
_0944_,4.215
_0453_,4.185
_0061_,4.14
_0386_,4.14
_0822_,4.14
_2044_,4.135
_0690_,4.12
_0726_,4.12
_1544_,4.12
_0884_,4.1
_1003_,4.1
_1182_,4.095
_1064_,4.03
_1096_,4.03
_0064_,4.02
_0237_,4.02
_0729_,4.02
_1205_,4.02
_1606_,4.02
_1873_,4.02
_2032_,4.02
_2094_,4.02
_2139_,4.02
_0920_,4.01
_0073_,4
_0123_,4
_0130_,4
_0328_,4
_0526_,4
_0588_,4
_0919_,4
_0952_,4
_1083_,4
_1152_,4
_1168_,4
_1173_,4
_1311_,4
_1333_,4
_1465_,4
_1645_,4
_1763_,4
_1767_,4
_1964_,4
net1061,4
_0166_,3.98
_0661_,3.98
_0457_,3.97
_0517_,3.97
_0086_,3.94
in_data[1007],3.93
in_data[116],3.93
in_data[141],3.93
in_data[150],3.93
in_data[240],3.93
in_data[311],3.93
in_data[349],3.93
in_data[461],3.93
in_data[548],3.93
in_data[573],3.93
in_data[593],3.93
in_data[595],3.93
in_data[60],3.93
in_data[697],3.93
in_data[727],3.93
in_data[902],3.93
in_data[908],3.93
in_data[988],3.93
_0576_,3.91
_0443_,3.9
_0469_,3.9
_0478_,3.9
_0485_,3.9
_0512_,3.9
_0533_,3.9
_0605_,3.9
_0836_,3.9
_0923_,3.9
_1092_,3.9
_1140_,3.9
_1661_,3.9
_1980_,3.9
_0036_,3.88
_0153_,3.88
_0483_,3.88
_0791_,3.88
_0882_,3.88
_0963_,3.88
_1022_,3.88
_1142_,3.88
_1334_,3.88
_1457_,3.88
_1546_,3.88
_1600_,3.88
_2216_,3.88
_0789_,3.78
_1560_,3.78
_1589_,3.78
_1594_,3.78
_0161_,3.71
_1316_,3.71
_1009_,3.68
_1526_,3.68
_1946_,3.68
_0615_,3.66
_0870_,3.66
_0205_,3.64
_0668_,3.64
_0707_,3.64
_1278_,3.64
_1017_,3.57
_0264_,3.56
_1004_,3.56
_1222_,3.56
_1286_,3.56
_1407_,3.56
_1508_,3.56
_1583_,3.56
_1747_,3.56
_1820_,3.56
_1891_,3.56
_2015_,3.56
_0028_,3.54
_1154_,3.54
_1198_,3.54
_1275_,3.54
_1387_,3.54
_1579_,3.54
_1955_,3.54
_0078_,3.52
_0152_,3.52
_0900_,3.52
_1080_,3.52
_1136_,3.52
_0519_,3.51
_0479_,3.47
_0507_,3.47
_0139_,3.44
_0494_,3.44
_0851_,3.44
_0913_,3.44
_0915_,3.44
_1241_,3.44
_1456_,3.44
_1628_,3.44
_1857_,3.44
_2102_,3.44
_2149_,3.44
_2151_,3.44
_0077_,3.42
_0138_,3.42
_0196_,3.42
_0449_,3.42
_0550_,3.42
_0817_,3.42
_0928_,3.42
_0960_,3.42
_0970_,3.42
_0976_,3.42
_0986_,3.42
_1110_,3.42
_1340_,3.42
_1359_,3.42
_1444_,3.42
_1548_,3.42
_1717_,3.42
_2184_,3.42
_0020_,3.32
_0375_,3.32
_0421_,3.32
_1204_,3.32
_1243_,3.32
_1249_,3.32
_1474_,3.32
_1565_,3.32
_0081_,3.3
_0989_,3.3
_1552_,3.3
_0412_,3.22
_0054_,3.2
_0515_,3.2
_0539_,3.2
_0331_,3.18
_2057_,3.18
_2133_,3.18
_0491_,3.17
_1161_,3.1
_1165_,3.1
_1423_,3.1
_1427_,3.1
_1470_,3.1
_1497_,3.1
_1550_,3.1
_1689_,3.1
_1825_,3.1
_1890_,3.1
_2165_,3.1
_0083_,3.08
_0400_,3.08
_0671_,3.08
_0719_,3.08
_1020_,3.08
_1567_,3.08
_1620_,3.08
_1794_,3.08
_0146_,3.06
_0557_,3.06
_0832_,3.06
_0838_,3.06
_1087_,3.06
_1116_,3.01
_1104_,2.98
_1118_,2.98
_2174_,2.98
_1206_,2.97
_0116_,2.96
_0298_,2.96
_0416_,2.96
_0425_,2.96
_0464_,2.96
_0606_,2.96
_0763_,2.96
_0799_,2.96
_1045_,2.96
_1193_,2.96
_1235_,2.96
_1260_,2.96
_1612_,2.96
_1789_,2.96
_1864_,2.96
_1933_,2.96
_1940_,2.96
_1239_,2.945
_0352_,2.86
_0398_,2.86
_0653_,2.86
_0972_,2.86
_1051_,2.86
_1945_,2.86
_0585_,2.84
_1472_,2.84
_1379_,2.8
_0050_,2.76
_0388_,2.76
_0773_,2.76
_1378_,2.76
_1603_,2.76
_1821_,2.76
_1893_,2.76
_1934_,2.76
_2088_,2.76
_2198_,2.76
_0000_,2.74
_0503_,2.65
_0892_,2.65
_1038_,2.65
_0203_,2.64
_0823_,2.64
_1159_,2.64
_1391_,2.64
_1409_,2.64
_1488_,2.64
_1570_,2.64
_1585_,2.64
_2077_,2.64
_0111_,2.62
_0125_,2.62
_0155_,2.62
_0472_,2.62
_0717_,2.62
_1224_,2.62
_1371_,2.62
_1502_,2.62
_1577_,2.62
_1614_,2.62
_1862_,2.62
_2008_,2.62
_2105_,2.62
_0186_,2.59
_0627_,2.58
_0098_,2.55
_0840_,2.55
_1040_,2.55
_0070_,2.52
_0133_,2.52
_0218_,2.52
_0631_,2.52
_1121_,2.52
_1157_,2.52
_0048_,2.5
_0079_,2.5
_0163_,2.5
_0207_,2.5
_0232_,2.5
_0260_,2.5
_0329_,2.5
_0543_,2.5
_0692_,2.5
_0977_,2.5
_1172_,2.5
_1200_,2.5
_2172_,2.5
_0051_,2.4
_0060_,2.4
_0108_,2.4
_0784_,2.4
_0812_,2.4
_0818_,2.4
_0826_,2.4
_1026_,2.375
_0014_,2.3
_0017_,2.3
_0770_,2.3
_0779_,2.3
_0973_,2.3
_1605_,2.3
_1714_,2.3
_1739_,2.3
_0602_,2.28
_1983_,2.28
_1220_,2.235
_0094_,2.19
_0926_,2.19
_0434_,2.18
_0824_,2.18
_1177_,2.18
_1301_,2.18
_1319_,2.18
_1419_,2.18
_1421_,2.18
_1460_,2.18
_1463_,2.18
_1539_,2.18
_1556_,2.18
_1581_,2.18
_1745_,2.18
_2026_,2.18
_0437_,2.16
_0691_,2.16
_0843_,2.16
_1169_,2.16
_1210_,2.16
_1264_,2.16
_1267_,2.16
_1273_,2.16
_1294_,2.16
_1382_,2.16
_1399_,2.16
_1626_,2.16
_1801_,2.16
_1604_,2.115
_0128_,2.08
_0174_,2.08
_1058_,2.08
_0088_,2.06
_0090_,2.06
_0118_,2.06
_0136_,2.06
_0142_,2.06
_0170_,2.06
_0178_,2.06
_0188_,2.06
_0497_,2.06
_0501_,2.06
_0531_,2.06
_0828_,2.06
_0878_,2.06
_0890_,2.06
_0894_,2.06
_0897_,2.06
_0902_,2.06
_0946_,2.06
_1048_,2.06
_1094_,2.06
_1107_,2.06
_1124_,2.06
_1280_,2.06
_1381_,2.06
_1776_,2.06
_0980_,2.04
_1002_,2.04
_1188_,2.04
_1191_,2.04
_1326_,2.04
_1531_,2.04
_0018_,1.94
_0047_,1.94
_0390_,1.94
_0435_,1.94
_1480_,1.94
_2119_,1.94
_1090_,1.915
_1635_,1.855
_0021_,1.84
_0022_,1.84
_0027_,1.84
_0053_,1.84
_0055_,1.84
_0058_,1.84
_0413_,1.84
_0431_,1.84
_0759_,1.84
_0772_,1.84
_0798_,1.84
_0809_,1.84
_0962_,1.84
_0965_,1.84
_0968_,1.84
_0992_,1.84
_1011_,1.84
_1384_,1.84
_1507_,1.84
_1147_,1.82
_1963_,1.82
_0084_,1.73
_0509_,1.73
_0846_,1.73
_0008_,1.72
_0383_,1.72
_0428_,1.72
_0767_,1.72
_1228_,1.72
_1284_,1.72
_1292_,1.72
_1296_,1.72
_1328_,1.72
_1330_,1.72
_1345_,1.72
_1393_,1.72
_1401_,1.72
_1486_,1.72
_1510_,1.72
_1512_,1.72
_1533_,1.72
_1535_,1.72
_1608_,1.72
_1688_,1.72
_1744_,1.72
_2071_,1.72
_2164_,1.72
_1163_,1.7
_1252_,1.7
_1554_,1.7
_0216_,1.6
_0321_,1.6
_1234_,1.6
_2176_,1.6
_0391_,1.48
_0404_,1.48
_0708_,1.48
_0787_,1.48
_0955_,1.48
_0990_,1.48
_2052_,1.48
_2214_,1.48
_0001_,1.38
_0003_,1.38
_0004_,1.38
_0010_,1.38
_0012_,1.38
_0015_,1.38
_0016_,1.38
_0019_,1.38
_0023_,1.38
_0025_,1.38
_0029_,1.38
_0030_,1.38
_0031_,1.38
_0032_,1.38
_0033_,1.38
_0034_,1.38
_0037_,1.38
_0038_,1.38
_0039_,1.38
_0041_,1.38
_0042_,1.38
_0044_,1.38
_0045_,1.38
_0046_,1.38
_0056_,1.38
_0057_,1.38
_0062_,1.38
_0377_,1.38
_0380_,1.38
_0381_,1.38
_0382_,1.38
_0384_,1.38
_0385_,1.38
_0387_,1.38
_0392_,1.38
_0393_,1.38
_0395_,1.38
_0397_,1.38
_0401_,1.38
_0402_,1.38
_0405_,1.38
_0406_,1.38
_0407_,1.38
_0409_,1.38
_0410_,1.38
_0414_,1.38
_0417_,1.38
_0418_,1.38
_0419_,1.38
_0422_,1.38
_0423_,1.38
_0424_,1.38
_0426_,1.38
_0427_,1.38
_0432_,1.38
_0760_,1.38
_0761_,1.38
_0764_,1.38
_0765_,1.38
_0769_,1.38
_0774_,1.38
_0775_,1.38
_0777_,1.38
_0778_,1.38
_0780_,1.38
_0781_,1.38
_0783_,1.38
_0786_,1.38
_0790_,1.38
_0793_,1.38
_0794_,1.38
_0795_,1.38
_0797_,1.38
_0801_,1.38
_0803_,1.38
_0805_,1.38
_0806_,1.38
_0807_,1.38
_0808_,1.38
_0810_,1.38
_0811_,1.38
_0814_,1.38
_0819_,1.38
_0821_,1.38
_0956_,1.38
_0957_,1.38
_0958_,1.38
_0959_,1.38
_0961_,1.38
_0966_,1.38
_0967_,1.38
_0969_,1.38
_0971_,1.38
_0974_,1.38
_0975_,1.38
_0978_,1.38
_0981_,1.38
_0983_,1.38
_0985_,1.38
_0987_,1.38
_0993_,1.38
_0995_,1.38
_0996_,1.38
_0997_,1.38
_0998_,1.38
_1001_,1.38
_1005_,1.38
_1007_,1.38
_1008_,1.38
_1010_,1.38
_1012_,1.38
_1013_,1.38
_1014_,1.38
_1015_,1.38
_1619_,1.38
_1670_,1.38
_1737_,1.38
_0314_,1.26
_0330_,1.26
_0695_,1.26
_0197_,1.14
_0026_,1.02
_0415_,1.02
_0429_,1.02
_0802_,1.02
_0964_,1.02
_0753_,0.8
_0224_,0.46
_0304_,0.46
